Word,Replacement
interfuisti,interfuistis
discipliam,disciplinam
pertratare,pertractare
apropriauerit,apropriauerint
presantabit,presentabit
prnominata,prenominata
stoketalemarce,stoketalemace
bridekirck,bridekircke
infirmanda,infirmandam
ierosolamitana,ierosolimitana
prosternimus,prosternemus
asportantes,asportante
deruerguilam,deruerguila
conquiescit,conquiescat
prosecuntur,prosequntur
disentionum,disensionum
adminisculum,adminiculum
consensibus,consensimus
renonciatione,renunciatione
basieghaghe,basieshaghe
orwardestone,orwardestune
bermundsei,bermundseie
ierosolomit,ierosolimit
ordinaueram,ordinauerat
contiguitatis,continuitatis
reduxeramus,reduxerimus
uigistationem,uigistatione
kiriueshale,kirueshale
pronuntiatur,pronuntiatum
definientem,deficientem
adnulentur,adnullentur
destruuntur,destruantur
destruentur,destruantur
bredewardin,bradewardin
inuenitque,inuenietque
berkbamstede,berkamstede
iengehousebonde,iergehousebonde
lotgarsale,lotegarsale
notorietate,notorietatem
sciteresdoune,sceteresdoune
aquietaret,acquietaret
coningsholm,coningesholm
deliberatiis,deliberatis
deliberatius,deliberatis
exeptionem,exceptionem
conceperant,conceserant
conceperint,conceserant
inrotulantur,inrotulatur
pretendebamus,pretendebemus
exsoluerunt,excoluerunt
wiricestre,wiricestrie
sumoniatur,sumoniantur
restitiset,prestitiset
restitisent,prestitiset
bitelesgate,bitelegate
pronuntiemus,pronuntiamus
pronuntiationis,pronuntiationi
educationem,educatione
kingesbruge,kingesbrugg
kingesbrug,kingesbrugg
huberdcroft,hubertcroft
midilokeswei,midelokeswei
recongniti,recongnitio
frecesleie,frescesleie
atribuente,atribuentes
brokeholehirstsike,brokeholehirstesike
cominationes,cominatione
cariatione,cariationem
consumptione,consumptionem
sequestretis,sequestratis
intronizandi,intronizandis
paulesholt,paulesholte
inpediatur,inpediantur
calumpniandus,calumpniandas
uendicandum,uendicandam
uindicandum,uendicandam
scirenescot,scireuescot
wodewelehot,wodewelekot
artitudinem,altitudinem
benedicitonem,benedictonem
augmentandas,augmentandam
operationi,operationis
medietatern,medietaterm
subseruentur,subsequentur
secundarum,secundarium
deputabatur,deputabitur
perseruerase,perseuerase
prenomimatos,prenominatos
euidentisimam,euidentisimum
warenticabimus,warentizabimus
impresenciarum,impresentiarum
knigteleie,knighteleie
iustictarios,iusticiarios
proueniendum,prouenientum
insuficiencia,insuficientia
insufisiencia,insuficientia
gubernentur,gubernantur
gubernetur,gubernantur
ministratio,ministratis
reuocaremus,euocaremus
preiudicia,preiudiciam
conseruanti,conseruant
compelenda,compelendas
recepientur,receptentur
donestapele,dunestapele
detrahendis,detrahendi
sustenanda,sustentanda
stokweleflat,stodweleflat
uteriusque,ulteriusque
impugnationis,inpugnationis
antiquisimam,antiquisimum
colocationem,colocatione
portionario,portionarii
euocaretur,reuocaretur
adfirmatiue,afirmatiue
aprowiamentum,aprowamentum
turketelston,turketeleston
inparcantur,inparcentur
oxenenfordam,oxenefordam
falsatoribus,falcatoribus
longscaheued,longscagheued
doklingtone,dokelingtone
comiseritis,omiseritis
libentisimo,libentisime
interstitia,interstitis
subsequentorum,subsequentiorum
comdempnati,condempnati
folquardbi,folquardebi
stonistretford,stonistratford
mundauerint,mandauerint
manucaptorum,manucaptorem
quietabimus,aquietabimus
cirografatam,cirografatum
westbakwort,estbakwort
pacificabunt,pacificabant
nortgarston,nortgaston
nortbokelond,nortbokelonde
supredificato,superedificato
reputabantur,reputabuntur
atemptasent,atemptarent
intelexisent,intelexiset
gildesburgh,goldesburgh
compleuiset,compleuisent
sponsalitio,sponsalitios
preciperimus,preceperimus
raparationi,reparationi
altercationesque,altercationeque
ewaungeliste,ewangeliste
prenumeratos,prenumeratis
cimentarium,cementarium
impedierunt,impediuerunt
calumpniabunt,calumpniabant
calumniabunt,calumpniabant
compostatam,compostata
dokelington,dokelingtone
adgistiamentum,agistiamentum
wapentacii,wapentaciis
adquisiuiset,acquisiuiset
triscentesimo,tricentesimo
foteringeie,foderingeie
duklintone,dukelintone
dukelingtone,dokelingtone
recuperatus,recuperamus
apropinquantem,apropinquante
apropinquantes,apropinquante
reciprocationem,reciprocatione
miliacensis,maliacensis
obtemperamus,obtemperemus
lausdunenses,lausdunensis
irecuperabiliter,inrecuperabiliter
engeltrudis,ingeltrudis
decenouenali,decemnouenali
comparauerim,comparauerit
guirpitionem,guerpitionem
beneficiarias,beneficiarios
beneficiarius,beneficiarios
cumprobantur,comprobantur
clarmontensi,claromontensi
renominata,prenominata
prepararunt,preparabunt
ceterorumue,ceterorumque
prohibebant,prohibeant
tesaurizamus,tesaurizemus
redimitione,redibitione
consocientur,consocietur
caualcariis,caualariis
masiliensi,masiliensis
complendas,compelendas
eflagitationibus,flagitationibus
ieherosolimis,iherosolimis
quantoscumque,quantascumque
regenerati,regeneratio
cunstabularii,constabularii
montmorentiaco,montemorentiaco
infestationis,infestationes
windesmodis,windelmodis
tricernarius,tricenarius
uenenerabilis,uenenerabili
religiosores,religiosiores
indigerint,indiguerint
circumuentam,circumuenta
scriptione,scriptionem
saluberima,saluberrima
refrigesit,refrigescit
monteleherici,monteleterici
meliorarent,melioraret
exortationem,exhortationem
teshaurizate,tesaurizate
contraditam,contradicam
contradita,contradicam
peruasionis,persuasionis
persuasioni,persuasionis
trenorcenses,trenorcienses
inmensitate,inmensitatem
belilocensi,beliocensi
atemtauerit,atemptauerit
siluanectens,siluanectensi
sigilarentur,sigilaretur
asistentis,adsistentis
propediente,prepediente
tesaurizant,thesaurizat
legionensem,legionense
stauilitatem,stabilitatem
augustodunensi,augustudunensi
augustidunensi,augustudunensi
cluniacens,cluniacensi
fascitergia,facitergia
nolentesue,nolentesque
coherentis,coherentias
bisildunensi,bisildunensis
conpostolane,conpostelane
tribuerunt,atribuerunt
atribuerent,tribuerent
gloriosisimis,gloriosisimi
ermensindam,ermensinda
misereremur,misereretur
rodaniuila,rodaniuilam
sanctimonii,sanctimonie
militaturos,militaturus
militaturum,militaturus
aplaudentes,aplaudente
kalendariis,kalendarii
conquerebar,conquerebam
walteterius,alteterius
condominarum,condaminarum
precepitis,precepistis
apropinquanti,apropinquante
paraliticus,paraliticum
subterconfirmant,subterconfirmans
gisumpertus,gisompertus
gisempertus,gisompertus
amplificaretur,amplificarentur
andefredus,landefredus
rosnacensi,rosnacensis
redibutione,redibitione
denominase,denominaset
octuaigeximo,octuageximo
tradidtionem,traditionem
montermente,montermenter
hedificanda,edificanda
comentariis,cementariis
bordelaria,bordelariam
festinauerunt,destinauerunt
linguonentium,linguonensium
aquisierit,acquisierit
neglegentiis,negligentiis
tumultuosa,tumultuosas
familiariorem,familiariores
subtersignari,subtersignaui
perenitatis,serenitatis
capiendarum,capiendorum
patriciacum,pariciacum
superuenientia,superuenientis
superuenienti,superuenientis
balbiniacum,balbiniacus
noisiacensi,moisiacensi
calumniabant,calumpniabant
fredolandus,fredelandus
cluniasensi,cluniacensi
cluniasense,cluniacensi
conquisierant,conquisierunt
compacationem,comparationem
distribuunt,distribuant
augustensis,augustensi
congerantur,conferantur
magifredus,maginfredus
inuisibilis,inuisibilia
presentiali,presentialis
pituerensem,pituerense
reprobationi,reprobatione
mlxxxxiiii,mclxxxxiiii
reportaretur,deportaretur
deportarentur,deportaretur
reclamasent,reclamarent
ostendiset,ostendisent
garentaturum,garentiturum
clarenbaldum,clarenbaldus
amantisimis,amantisimus
diripiebat,diripiebant
perpetuoque,perpetueque
guarlandensis,garlandensis
abiudicatus,adiudicatus
celebrandorum,celebrandarum
comonuerunt,comouerunt
adstipulationi,adstipulatione
hierosolima,hierosolimam
hereditatum,hereditatem
trinorcienses,trenorcienses
defraudata,defraudatam
morlanensis,morlanenses
brancidunensi,brancidunensis
supeleptile,supelectile
ministralis,ministratis
hermenfredi,ermenfredi
montbertolt,monbertolt
policentur,pollicentur
asportaretur,absportaretur
foristerius,foresterius
gibriacensis,gibriacenses
delinquebat,relinquebat
condonationum,condonationem
coroborauerit,coroborauerint
corbigniacensibus,corbiniacensibus
hobedientia,obedientia
interminata,interminatas
uilicatione,uilicationem
consiliario,consiliarios
presbiteralibus,presbiteratibus
difiniantur,difiniatur
lausonensi,lausonensis
guerpiuimus,uuerpiuimus
perpetrauerant,perpetrauerat
marciniacense,marciniacensi
ungiacensis,ungiacensi
huiuscunque,cuiuscunque
hasnoniensis,hanoniensis
infructuosam,infructuosas
exheredare,exheredaret
pretendatur,protendatur
mariniacus,madriniacus
coroborantur,coroboratur
inclamabant,inclamabat
pertineatis,pertinentis
uuangionisriui,uuangionisriuo
sestiniacum,festiniacum
coopertaria,coopertoria
extorserint,extorserunt
monteneison,montenoison
conterminam,conterminum
engelbaudus,engelbaldus
katalaunensi,catalaunensi
uentiodorenses,uentiodorensis
reuestitioni,reuestitione
reuestitionem,reuestitione
reuestitiones,reuestitione
crespeiensis,crespeienses
caudiniacum,caufiniacum
tractaturus,tractaturos
tractatuum,tractaturum
interdicam,interdictam
demonstramus,demonstratus
catalaunense,catalaunensi
episcopatuum,episcopatum
austoricensis,astoricensis
calumnians,calumpnians
salustriaco,selustriaco
preposuerit,proposuerit
circumeunte,circumeuntem
uirgiacensis,uergiacensis
uicisitudo,uicissitudo
buceliensis,buciliensis
bucelensis,buciliensis
concendenda,concedenda
malerepasto,malerepast
conuexerant,conuenerant
recordentur,recordantur
altisidorensis,altisiodorensis
uulturariam,uulturaria
admiratione,admirationem
cableiacensis,cableiacensi
herbergaret,herbergarent
silianetensis,siluanetensis
baptismales,baptismalis
granetarius,granatarius
submoueantur,submoneantur
recipiebatur,recipiebantur
monteniaco,montegniaco
requisierat,requisierit
requisiuerat,requisierit
celsiniensis,celsinienses
tesaurizat,thesaurizat
cusiacensis,casiacensis
cabliensis,cableiensis
claraualensi,clareualensi
constabuflarii,constabularii
contingerant,contingebant
administrauerunt,aministrauerunt
umblenuila,umbleinuila
coniunxerit,coniunxerint
audebertus,haudebertus
iuliacensem,iuliacenses
iuliacense,iuliacenses
uezeliacensi,uerzeliacensi
uerzeliacensis,uerzeliacensi
frescengiam,frescengia
spiritalia,spiritualia
acquiesceret,acquiescere
predepesores,predecesores
inquietationum,inquietationem
hermengaudis,hermengardis
siliniacensi,siluiniacensi
ermentionis,hermentionis
calumniatum,calumniatus
pontignaci,pontigniaci
elaborauerint,laborauerint
dominicatas,dominicatus
obstruendo,obstruendos
obstruendas,obstruendos
montemorence,montemorencei
curteleoni,curteleonis
castrilandonis,castrolandonis
excomunicatinem,excomunicationem
fidelisimi,fidelissimi
senecaldus,senescaldus
pontiniacencis,pontiniacensis
barlolomeo,barlholomeo
obergenuila,dobergenuila
acquisiturus,adquisiturus
porciuncula,porciunculam
porciunculi,porciunculam
inhabitationum,inhabitationem
primiciarum,primitiarum
designauerat,resignauerat
merleigniaci,merleigniaco
recumpensatione,recompensatione
recempensatione,recompensatione
denunciatus,denunciamus
indignitati,indignitate
indignitatem,indignitate
exercebitur,exercebatur
propinquante,apropinquante
iherosolomis,iherosolimis
trenorcensi,trenorciensi
trenorctensi,trenorciensi
manusadsacum,manumadsacum
leircestra,leircestria
protegeret,protegerent
expugnandos,expugnandas
humbleriensis,humblariensis
humbleriensi,humblariensis
hombleriensis,humblariensis
terminationis,terminationes
marliensis,maroliensis
coustanciensis,constanciensis
adfiduciauit,afiduciauit
autosiodorensi,autisiodorensi
prouiniacensis,pruuiniacensis
iherosolimum,iherosolimam
liberauerat,liberauerit
disenserit,disenserint
hierosolimitanis,ierosolimitanis
subiiceremus,subiceremus
atrabalensis,atrabatensis
suscitarent,suscitaret
saluiniacum,saliniacum
exartbertrado,exartbertradi
equeualentem,equiualentem
disentientes,disencientes
parificaretur,pacificaretur
sanctifergeoli,sanctifereoli
sancticristofori,sancticristopori
discederent,discederet
igniacensi,igniacensis
lundiniensis,lundoniensis
belueriensi,belueriensis
escarleiensibus,escaleiensibus
auctisiodoro,autisiodoro
uilamaurium,uilamaurum
ualcelensi,ualcelensis
burgoberaudi,burgoberaldi
acomodauerint,acomodauerunt
asistebant,adsistebant
penitentium,penitentiam
condonantur,condonatur
furciniacensis,fulciniacensis
scarliarum,scarleiarum
defraudantur,defraudentur
sarniensis,sarnaiensis
sarneiensis,sarnaiensis
subcantoris,subcentoris
montemcegon,montecegon
confederat,confederati
confederentur,concederentur
comutauerat,comutaueram
barcelfonte,bacelfonte
forifaceret,forifacere
forefaceret,forifacere
clarefontis,clarifontis
clarefontensis,clarefontensi
confirmastis,confirmatis
benedicuntur,benedicantur
preparauerit,preparauerint
sanctipetrirotondi,sanctipetrirotundi
montrampon,monterampon
substractione,subtractione
disposueram,disposuerat
consiacensi,consiacensis
irationabilia,rationabilia
extruxerunt,extruxerant
transuersaria,transuersario
roncerolis,ronceroliis
caucemanant,caucemanent
consisterent,consisteret
consisterint,consisteret
interfector,interfecto
domnamariam,domnamaria
uilabuglen,uilabugelen
expectabat,explectabat
sarnaiensibus,sarneiensibus
uehementiam,uehementia
resilierunt,resilierint
importunitatis,importunitates
uilapetrosa,uilapitrosa
secularesque,secularesue
uergiacensi,uergiacensis
cisterciences,cistercienses
isoudunensis,isoudunensi
landiuilam,landriuilam
responsalis,responsales
beatilaurencii,beatilaurentii
carcascensis,carcasensis
cirtercienses,cistercienses
habundantiori,habundantior
adquictabimus,adquietabimus
glarembaldo,clarembaldo
wastinensi,wastinensis
rexponsurum,responsurum
maluicinus,maleuicinus
arelianensi,aurelianensi
posesiunculis,posesiunculas
resipientes,recipientes
bretonuilam,bretonuila
extrematura,extremadura
inimicicia,inimiciciam
calaguritanus,kalaguritanus
equipolentes,equipolenter
iusticiales,iustitiales
renuntiaueris,renuntiauerit
bisumtinensi,bisuntinensi
ponderatur,ponderantur
reigniacensi,regniacensi
romanacensi,romenacensi
subtrahimur,subtrahitur
redemtionem,redemptionem
spesumuilam,spesumuila
harundinetum,arundinetum
harundineto,arundineto
spesunuilam,spesunuila
adsignabuntur,asignabuntur
uerpileriis,werpileriis
pruiliacensis,pruliacensis
deferebatur,deferebantur
conquestioni,conquestione
exartabunt,exsartabunt
pontisarienses,pontisariensis
creditione,creditionem
priorabitur,peiorabitur
interiacens,interiacent
gebenenses,gebernenses
perseuerancie,perseuerantie
euangelico,euuangelico
infirmarum,infirmarium
foresterium,forestarium
marescaudus,marescaldus
absoluuntur,absoluantur
feneratorum,feneratorem
abstinentiam,abstinentia
emancipato,emancipatos
conueniencie,conuenientie
conseruauerunt,conseruauerint
guarentitores,garentitores
talamelarios,talamerarios
uindicandam,uendicandam
malfilaster,maufilaster
deliquiset,deliquisent
plantaueram,plantauerat
siluigniaci,siligniaci
erbergagii,herbergagii
tailabilibus,tailiabilibus
consignabit,consignauit
ihersolimam,iherolimam
ermingardem,ermengardem
ermingarde,ermengardem
nequieuerit,nequiuerit
partitionum,partitionem
montebeliardo,montebeliardi
ledonensium,lodonensium
teritoritorio,teritoritoria
excubatione,excusatione
uilebonous,uilerbonous
niuerniensi,niuernensi
senescaudus,senescaldus
reasignabimus,resignabimus
emandatione,emendatione
campinelis,campignelis
acquiescente,acquiescentes
subuenient,subuenirent
floriniaco,florigniaco
contradicentis,contradicentes
constituebam,constituebat
nominabuntur,dominabuntur
bulencurtis,balencurtis
uiterbiensi,uiterbiens
comparebat,comparebant
duplicarent,suplicarent
adquiesituri,adquisituri
decimatoris,decimatores
gargogilensi,gargogilensis
garandiendam,garandiandam
garandizandam,guarandizandam
garandianda,garandiandam
boteruilari,boteuilari
proferentur,proferantur
produxiset,produxisent
garantisandam,garantizandam
resignaueram,resignauerat
septimanarii,septimanariis
septimanarius,septimanariis
sanctiiohanisinualeia,sanctiiohanisdeualeia
exibeantur,exhibeantur
walsingeam,walsingeham
abrenuantiauit,abrenuntiauit
reprehensibili,reprehensibilis
excusabilem,excusabiles
garantienda,garantiendo
trituretur,triturentur
garandizandum,garantizandum
pauctionibus,pactionibus
subuentionibus,submentionibus
gaudentibus,laudentibus
pertinanciis,pertinenciis
piuerensis,pituerensis
redeuancia,redeuancias
marabotinus,marabotinum
clerembaudus,clarembaudus
artolomeum,bartolomeum
torigniacum,toriniacum
adhibehitur,adhibebitur
manucapientes,manucapiente
longouilari,longouilare
bertodicuria,bertoldicuria
